"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"473","Frejgatan 20, Stockholm","149","Tunagård Österskär","12/1/2019 - 12/31/2019, Every day, Daily Average",1582,1365,1832
"473","Frejgatan 20, Stockholm","151","Norra Gribbylund","12/1/2019 - 12/31/2019, Every day, Daily Average",1051,827,1335
"473","Frejgatan 20, Stockholm","152","Väsjöområdet","12/1/2019 - 12/31/2019, Every day, Daily Average",890,639,1237
"473","Frejgatan 20, Stockholm","153","Arninge arbetsområde","12/1/2019 - 12/31/2019, Every day, Daily Average",798,634,1003
"473","Frejgatan 20, Stockholm","154","Västra Viby","12/1/2019 - 12/31/2019, Every day, Daily Average",1172,946,1450
"473","Frejgatan 20, Stockholm","155","Östra Viby","12/1/2019 - 12/31/2019, Every day, Daily Average",906,642,1278
"473","Frejgatan 20, Stockholm","157","Visinge","12/1/2019 - 12/31/2019, Every day, Daily Average",1009,819,1242
"473","Frejgatan 20, Stockholm","158","Vallatorp","12/1/2019 - 12/31/2019, Every day, Daily Average",1141,926,1404
"473","Frejgatan 20, Stockholm","159","Rydbo","12/1/2019 - 12/31/2019, Every day, Daily Average",938,775,1134
"473","Frejgatan 20, Stockholm","161","Västra Norrviken","12/1/2019 - 12/31/2019, Every day, Daily Average",909,660,1251
"473","Frejgatan 20, Stockholm","163","Erikslund","12/1/2019 - 12/31/2019, Every day, Daily Average",1062,876,1286
"473","Frejgatan 20, Stockholm","164","Östra Ensta","12/1/2019 - 12/31/2019, Every day, Daily Average",872,694,1095
"473","Frejgatan 20, Stockholm","166","Lansen","12/1/2019 - 12/31/2019, Every day, Daily Average",856,680,1077
"473","Frejgatan 20, Stockholm","167","Gribbylunds centrum","12/1/2019 - 12/31/2019, Every day, Daily Average",957,751,1218
"473","Frejgatan 20, Stockholm","168","Västra Vallabrink","12/1/2019 - 12/31/2019, Every day, Daily Average",1014,827,1243
"473","Frejgatan 20, Stockholm","169","Molnsättra","12/1/2019 - 12/31/2019, Every day, Daily Average",1123,855,1473
"473","Frejgatan 20, Stockholm","170","Sveavägen","12/1/2019 - 12/31/2019, Every day, Daily Average",836,661,1056
"473","Frejgatan 20, Stockholm","172","Arninge arbetsomr södra","12/1/2019 - 12/31/2019, Every day, Daily Average",759,604,953
"473","Frejgatan 20, Stockholm","173","Västra Ensta","12/1/2019 - 12/31/2019, Every day, Daily Average",841,685,1031
"473","Frejgatan 20, Stockholm","174","Södra Hägernäs","12/1/2019 - 12/31/2019, Every day, Daily Average",726,575,915
"473","Frejgatan 20, Stockholm","176","Södra Gribbylund","12/1/2019 - 12/31/2019, Every day, Daily Average",807,642,1013
"473","Frejgatan 20, Stockholm","180","Ella","12/1/2019 - 12/31/2019, Every day, Daily Average",900,738,1097
"473","Frejgatan 20, Stockholm","181","Svartgarn","12/1/2019 - 12/31/2019, Every day, Daily Average",1198,1046,1372
"473","Frejgatan 20, Stockholm","183","Mellersta Viggbyholm","12/1/2019 - 12/31/2019, Every day, Daily Average",736,569,950
"473","Frejgatan 20, Stockholm","186","Åkerby industriomr","12/1/2019 - 12/31/2019, Every day, Daily Average",779,615,986
"473","Frejgatan 20, Stockholm","187","Övriga Edsberg","12/1/2019 - 12/31/2019, Every day, Daily Average",977,757,1260
"473","Frejgatan 20, Stockholm","188","Åkerbyvägen","12/1/2019 - 12/31/2019, Every day, Daily Average",901,699,1159
"473","Frejgatan 20, Stockholm","189","Lädersätra","12/1/2019 - 12/31/2019, Every day, Daily Average",1110,881,1397
"473","Frejgatan 20, Stockholm","190","Norra Hägernäs","12/1/2019 - 12/31/2019, Every day, Daily Average",738,569,956
"473","Frejgatan 20, Stockholm","191","Häggviks centrum","12/1/2019 - 12/31/2019, Every day, Daily Average",927,689,1246
"473","Frejgatan 20, Stockholm","192","Skarpäng","12/1/2019 - 12/31/2019, Every day, Daily Average",834,712,975
"473","Frejgatan 20, Stockholm","193","Slammertorp","12/1/2019 - 12/31/2019, Every day, Daily Average",1217,954,1552
"473","Frejgatan 20, Stockholm","194","Marknadsvägen","12/1/2019 - 12/31/2019, Every day, Daily Average",792,642,976
"473","Frejgatan 20, Stockholm","195","Säby","12/1/2019 - 12/31/2019, Every day, Daily Average",1035,787,1361
"473","Frejgatan 20, Stockholm","196","Viggbyholms industriomr","12/1/2019 - 12/31/2019, Every day, Daily Average",734,626,859
"473","Frejgatan 20, Stockholm","197","Norra Ellagård","12/1/2019 - 12/31/2019, Every day, Daily Average",836,587,1188
"473","Frejgatan 20, Stockholm","198","Viggbygärdet","12/1/2019 - 12/31/2019, Every day, Daily Average",681,535,866
"473","Frejgatan 20, Stockholm","199","Kullagränd","12/1/2019 - 12/31/2019, Every day, Daily Average",788,631,983
"473","Frejgatan 20, Stockholm","200","Täby centrum","12/1/2019 - 12/31/2019, Every day, Daily Average",801,640,1001
"473","Frejgatan 20, Stockholm","201","Edsbergs centrum","12/1/2019 - 12/31/2019, Every day, Daily Average",941,718,1231
"473","Frejgatan 20, Stockholm","202","Klasro","12/1/2019 - 12/31/2019, Every day, Daily Average",824,595,1140
"473","Frejgatan 20, Stockholm","203","Norra Bergtorp","12/1/2019 - 12/31/2019, Every day, Daily Average",740,581,941
"473","Frejgatan 20, Stockholm","204","Åva","12/1/2019 - 12/31/2019, Every day, Daily Average",742,595,924
"473","Frejgatan 20, Stockholm","205","Södra Viggbyholm","12/1/2019 - 12/31/2019, Every day, Daily Average",682,537,865
"473","Frejgatan 20, Stockholm","206","Berghem","12/1/2019 - 12/31/2019, Every day, Daily Average",1127,903,1406
"473","Frejgatan 20, Stockholm","207","Västra Ellagård","12/1/2019 - 12/31/2019, Every day, Daily Average",770,651,910
"473","Frejgatan 20, Stockholm","209","Grindtorp","12/1/2019 - 12/31/2019, Every day, Daily Average",648,499,840
"473","Frejgatan 20, Stockholm","210","Bergtorps industriomr","12/1/2019 - 12/31/2019, Every day, Daily Average",642,502,820
"473","Frejgatan 20, Stockholm","211","Landsnora","12/1/2019 - 12/31/2019, Every day, Daily Average",938,750,1171
"473","Frejgatan 20, Stockholm","212","Östra Näsbypark","12/1/2019 - 12/31/2019, Every day, Daily Average",649,498,844
"473","Frejgatan 20, Stockholm","213","Olovslund","12/1/2019 - 12/31/2019, Every day, Daily Average",1212,962,1525
"473","Frejgatan 20, Stockholm","214","Södra Ellagård","12/1/2019 - 12/31/2019, Every day, Daily Average",798,640,994
"473","Frejgatan 20, Stockholm","215","Skälby","12/1/2019 - 12/31/2019, Every day, Daily Average",937,712,1232
"473","Frejgatan 20, Stockholm","216","Västra Roslags-Näsby","12/1/2019 - 12/31/2019, Every day, Daily Average",702,570,864
"473","Frejgatan 20, Stockholm","217","Västra Enebyberg","12/1/2019 - 12/31/2019, Every day, Daily Average",649,518,812
"473","Frejgatan 20, Stockholm","218","Kvarnskogen","12/1/2019 - 12/31/2019, Every day, Daily Average",835,624,1115
"473","Frejgatan 20, Stockholm","219","Häggviks industriomr","12/1/2019 - 12/31/2019, Every day, Daily Average",790,556,1121
"473","Frejgatan 20, Stockholm","220","Näsbydal","12/1/2019 - 12/31/2019, Every day, Daily Average",645,528,786
"473","Frejgatan 20, Stockholm","221","Östra Enebyberg","12/1/2019 - 12/31/2019, Every day, Daily Average",655,530,808
"473","Frejgatan 20, Stockholm","222","Nytorp","12/1/2019 - 12/31/2019, Every day, Daily Average",589,453,765
"473","Frejgatan 20, Stockholm","223","Sjöberg","12/1/2019 - 12/31/2019, Every day, Daily Average",713,537,946
"473","Frejgatan 20, Stockholm","224","Norra Akalla","12/1/2019 - 12/31/2019, Every day, Daily Average",772,547,1087
"473","Frejgatan 20, Stockholm","225","Östra Roslags-Näsby","12/1/2019 - 12/31/2019, Every day, Daily Average",546,413,721
"473","Frejgatan 20, Stockholm","226","Nytorp","12/1/2019 - 12/31/2019, Every day, Daily Average",922,690,1231
"473","Frejgatan 20, Stockholm","228","Bogesund","12/1/2019 - 12/31/2019, Every day, Daily Average",1205,1011,1435
"473","Frejgatan 20, Stockholm","229","Engarn Storäng","12/1/2019 - 12/31/2019, Every day, Daily Average",1385,1172,1635
"473","Frejgatan 20, Stockholm","231","Turebergs industriomr","12/1/2019 - 12/31/2019, Every day, Daily Average",866,677,1107
"473","Frejgatan 20, Stockholm","232","Näsbyparks centrum","12/1/2019 - 12/31/2019, Every day, Daily Average",756,569,1004
"473","Frejgatan 20, Stockholm","233","Norra Nibble","12/1/2019 - 12/31/2019, Every day, Daily Average",1177,901,1536
"473","Frejgatan 20, Stockholm","234","Västra Näsbypark","12/1/2019 - 12/31/2019, Every day, Daily Average",571,443,735
"473","Frejgatan 20, Stockholm","235","Kullön","12/1/2019 - 12/31/2019, Every day, Daily Average",1358,1150,1603
"473","Frejgatan 20, Stockholm","236","Töjnan","12/1/2019 - 12/31/2019, Every day, Daily Average",711,499,1012
"473","Frejgatan 20, Stockholm","237","Örnstigen","12/1/2019 - 12/31/2019, Every day, Daily Average",659,502,864
"473","Frejgatan 20, Stockholm","239","Kronåsens arbetsomr","12/1/2019 - 12/31/2019, Every day, Daily Average",710,500,1007
"473","Frejgatan 20, Stockholm","242","Lahäll","12/1/2019 - 12/31/2019, Every day, Daily Average",533,411,690
"473","Frejgatan 20, Stockholm","244","Skansen","12/1/2019 - 12/31/2019, Every day, Daily Average",824,619,1096
"473","Frejgatan 20, Stockholm","245","Barkarby Handelsplats Nord","12/1/2019 - 12/31/2019, Every day, Daily Average",985,743,1305
"473","Frejgatan 20, Stockholm","246","Sollentuna Centrum","12/1/2019 - 12/31/2019, Every day, Daily Average",887,657,1196
"473","Frejgatan 20, Stockholm","247","Bagarby","12/1/2019 - 12/31/2019, Every day, Daily Average",745,591,939
"473","Frejgatan 20, Stockholm","248","Näsby slott","12/1/2019 - 12/31/2019, Every day, Daily Average",832,622,1112
"473","Frejgatan 20, Stockholm","250","Danderydsberg","12/1/2019 - 12/31/2019, Every day, Daily Average",530,398,704
"473","Frejgatan 20, Stockholm","251","Östra Helenelund","12/1/2019 - 12/31/2019, Every day, Daily Average",729,538,986
"473","Frejgatan 20, Stockholm","252","Södra Nibble","12/1/2019 - 12/31/2019, Every day, Daily Average",1148,882,1493
"473","Frejgatan 20, Stockholm","254","Norra Viksjö","12/1/2019 - 12/31/2019, Every day, Daily Average",1271,1000,1614
"473","Frejgatan 20, Stockholm","255","Sätra","12/1/2019 - 12/31/2019, Every day, Daily Average",612,459,814
"473","Frejgatan 20, Stockholm","256","Norra Djursholm","12/1/2019 - 12/31/2019, Every day, Daily Average",677,465,984
"473","Frejgatan 20, Stockholm","257","Ekeby","12/1/2019 - 12/31/2019, Every day, Daily Average",505,381,668
"473","Frejgatan 20, Stockholm","258","Fågelsången","12/1/2019 - 12/31/2019, Every day, Daily Average",655,458,934
"473","Frejgatan 20, Stockholm","259","Vibblaby","12/1/2019 - 12/31/2019, Every day, Daily Average",1231,938,1614
"473","Frejgatan 20, Stockholm","260","Jakobsbergs centrum","12/1/2019 - 12/31/2019, Every day, Daily Average",1271,935,1725
"473","Frejgatan 20, Stockholm","261","Barkarbyfältet","12/1/2019 - 12/31/2019, Every day, Daily Average",896,681,1178
"473","Frejgatan 20, Stockholm","262","Barkarby Handelsplats Syd","12/1/2019 - 12/31/2019, Every day, Daily Average",920,700,1207
"473","Frejgatan 20, Stockholm","263","Rinkeby gård","12/1/2019 - 12/31/2019, Every day, Daily Average",431,318,582
"473","Frejgatan 20, Stockholm","265","Tallbohov","12/1/2019 - 12/31/2019, Every day, Daily Average",1146,855,1535
"473","Frejgatan 20, Stockholm","266","Västra Helenelund","12/1/2019 - 12/31/2019, Every day, Daily Average",610,424,876
"473","Frejgatan 20, Stockholm","267","Hammaren","12/1/2019 - 12/31/2019, Every day, Daily Average",1139,861,1505
"473","Frejgatan 20, Stockholm","268","Centrala Akalla","12/1/2019 - 12/31/2019, Every day, Daily Average",771,573,1036
"473","Frejgatan 20, Stockholm","269","Östra Vaxön","12/1/2019 - 12/31/2019, Every day, Daily Average",1604,1352,1902
"473","Frejgatan 20, Stockholm","270","Västra Vaxön","12/1/2019 - 12/31/2019, Every day, Daily Average",1493,1271,1753
"473","Frejgatan 20, Stockholm","271","Östra Viksjö","12/1/2019 - 12/31/2019, Every day, Daily Average",1152,915,1448
"473","Frejgatan 20, Stockholm","272","Kista Gård","12/1/2019 - 12/31/2019, Every day, Daily Average",726,535,983
"473","Frejgatan 20, Stockholm","273","Södra Akalla","12/1/2019 - 12/31/2019, Every day, Daily Average",814,593,1116
"473","Frejgatan 20, Stockholm","274","Norra Husby","12/1/2019 - 12/31/2019, Every day, Daily Average",786,559,1103
"473","Frejgatan 20, Stockholm","275","Klockargården","12/1/2019 - 12/31/2019, Every day, Daily Average",598,349,1022
"473","Frejgatan 20, Stockholm","276","Tegelhagen","12/1/2019 - 12/31/2019, Every day, Daily Average",616,453,836
"473","Frejgatan 20, Stockholm","278","Västra Veddesta","12/1/2019 - 12/31/2019, Every day, Daily Average",1056,810,1376
"473","Frejgatan 20, Stockholm","280","Helenelunds centrum","12/1/2019 - 12/31/2019, Every day, Daily Average",578,397,840
"473","Frejgatan 20, Stockholm","281","Järfälla kyrka","12/1/2019 - 12/31/2019, Every day, Daily Average",849,638,1128
"473","Frejgatan 20, Stockholm","283","Östra Veddesta","12/1/2019 - 12/31/2019, Every day, Daily Average",1016,772,1335
"473","Frejgatan 20, Stockholm","284","Södra Husby","12/1/2019 - 12/31/2019, Every day, Daily Average",772,573,1038
"473","Frejgatan 20, Stockholm","285","Nora","12/1/2019 - 12/31/2019, Every day, Daily Average",611,447,834
"473","Frejgatan 20, Stockholm","288","Kistagången","12/1/2019 - 12/31/2019, Every day, Daily Average",733,565,950
"473","Frejgatan 20, Stockholm","289","Västra Lund","12/1/2019 - 12/31/2019, Every day, Daily Average",1173,939,1464
"473","Frejgatan 20, Stockholm","290","Ösby","12/1/2019 - 12/31/2019, Every day, Daily Average",451,316,642
"473","Frejgatan 20, Stockholm","291","Isafjordsgatan","12/1/2019 - 12/31/2019, Every day, Daily Average",682,495,939
"473","Frejgatan 20, Stockholm","292","Klingsta","12/1/2019 - 12/31/2019, Every day, Daily Average",504,315,804
"473","Frejgatan 20, Stockholm","294","Östra Lund","12/1/2019 - 12/31/2019, Every day, Daily Average",1127,895,1418
"473","Frejgatan 20, Stockholm","295","Östra Silverdal","12/1/2019 - 12/31/2019, Every day, Daily Average",533,408,694
"473","Frejgatan 20, Stockholm","297","Övre Kista","12/1/2019 - 12/31/2019, Every day, Daily Average",600,426,843
"473","Frejgatan 20, Stockholm","298","Västra Silverdal","12/1/2019 - 12/31/2019, Every day, Daily Average",512,350,748
"473","Frejgatan 20, Stockholm","300","Berga","12/1/2019 - 12/31/2019, Every day, Daily Average",481,343,673
"473","Frejgatan 20, Stockholm","301","Kista Centrum","12/1/2019 - 12/31/2019, Every day, Daily Average",696,517,935
"473","Frejgatan 20, Stockholm","302","Karlsro","12/1/2019 - 12/31/2019, Every day, Daily Average",377,272,521
"473","Frejgatan 20, Stockholm","303","Södra Djursholm","12/1/2019 - 12/31/2019, Every day, Daily Average",558,407,763
"473","Frejgatan 20, Stockholm","304","Nedre Kista","12/1/2019 - 12/31/2019, Every day, Daily Average",629,447,884
"473","Frejgatan 20, Stockholm","306","Barsbro","12/1/2019 - 12/31/2019, Every day, Daily Average",1121,823,1526
"473","Frejgatan 20, Stockholm","307","Fjällen","12/1/2019 - 12/31/2019, Every day, Daily Average",1177,932,1485
"473","Frejgatan 20, Stockholm","308","Kymlinge","12/1/2019 - 12/31/2019, Every day, Daily Average",619,442,865
"473","Frejgatan 20, Stockholm","309","Kevinge","12/1/2019 - 12/31/2019, Every day, Daily Average",496,327,750
"473","Frejgatan 20, Stockholm","310","Ormbacka","12/1/2019 - 12/31/2019, Every day, Daily Average",1189,892,1584
"473","Frejgatan 20, Stockholm","311","Ulriksdal","12/1/2019 - 12/31/2019, Every day, Daily Average",407,265,624
"473","Frejgatan 20, Stockholm","312","Mörby Centrum","12/1/2019 - 12/31/2019, Every day, Daily Average",373,248,559
"473","Frejgatan 20, Stockholm","313","Mörbyskogen","12/1/2019 - 12/31/2019, Every day, Daily Average",331,231,474
"473","Frejgatan 20, Stockholm","315","Hjulsta","12/1/2019 - 12/31/2019, Every day, Daily Average",798,593,1073
"473","Frejgatan 20, Stockholm","316","Norra Tensta, Spånga Kyrkväg","12/1/2019 - 12/31/2019, Every day, Daily Average",719,533,969
"473","Frejgatan 20, Stockholm","317","Norra Sticklinge","12/1/2019 - 12/31/2019, Every day, Daily Average",760,543,1062
"473","Frejgatan 20, Stockholm","318","Skälby gård","12/1/2019 - 12/31/2019, Every day, Daily Average",1163,872,1549
"473","Frejgatan 20, Stockholm","319","Lunda","12/1/2019 - 12/31/2019, Every day, Daily Average",1023,742,1409
"473","Frejgatan 20, Stockholm","320","Norra Stocksund","12/1/2019 - 12/31/2019, Every day, Daily Average",455,307,673
"473","Frejgatan 20, Stockholm","321","Backlura","12/1/2019 - 12/31/2019, Every day, Daily Average",1306,952,1789
"473","Frejgatan 20, Stockholm","322","Danderyds sjukhus","12/1/2019 - 12/31/2019, Every day, Daily Average",452,303,672
"473","Frejgatan 20, Stockholm","323","Södra Sticklinge","12/1/2019 - 12/31/2019, Every day, Daily Average",684,448,1042
"473","Frejgatan 20, Stockholm","327","Norra Rinkeby, Kvarnby","12/1/2019 - 12/31/2019, Every day, Daily Average",655,476,901
"473","Frejgatan 20, Stockholm","328","Södra Tensta,Spånga Kyrka","12/1/2019 - 12/31/2019, Every day, Daily Average",862,676,1098
"473","Frejgatan 20, Stockholm","331","Skälby","12/1/2019 - 12/31/2019, Every day, Daily Average",1227,947,1588
"473","Frejgatan 20, Stockholm","335","Södra Stocksund","12/1/2019 - 12/31/2019, Every day, Daily Average",432,293,635
"473","Frejgatan 20, Stockholm","336","Mörbylund","12/1/2019 - 12/31/2019, Every day, Daily Average",509,325,796
"473","Frejgatan 20, Stockholm","337","Södra Rinkeby, Knutby","12/1/2019 - 12/31/2019, Every day, Daily Average",728,519,1020
"473","Frejgatan 20, Stockholm","338","Stora Ursvik","12/1/2019 - 12/31/2019, Every day, Daily Average",718,520,990
"473","Frejgatan 20, Stockholm","339","Trollboda","12/1/2019 - 12/31/2019, Every day, Daily Average",1348,1002,1812
"473","Frejgatan 20, Stockholm","340","Elfvik","12/1/2019 - 12/31/2019, Every day, Daily Average",870,645,1172
"473","Frejgatan 20, Stockholm","341","Inverness","12/1/2019 - 12/31/2019, Every day, Daily Average",286,195,417
"473","Frejgatan 20, Stockholm","342","Norra Bergshamra","12/1/2019 - 12/31/2019, Every day, Daily Average",463,276,774
"473","Frejgatan 20, Stockholm","344","Bergshamra torg","12/1/2019 - 12/31/2019, Every day, Daily Average",426,235,770
"473","Frejgatan 20, Stockholm","345","Norra Bromsten","12/1/2019 - 12/31/2019, Every day, Daily Average",766,551,1063
"473","Frejgatan 20, Stockholm","346","Spånga Industriomr","12/1/2019 - 12/31/2019, Every day, Daily Average",1065,803,1411
"473","Frejgatan 20, Stockholm","347","Solhems Villastad Väst","12/1/2019 - 12/31/2019, Every day, Daily Average",1115,846,1469
"473","Frejgatan 20, Stockholm","348","Kälvesta","12/1/2019 - 12/31/2019, Every day, Daily Average",1126,851,1489
"473","Frejgatan 20, Stockholm","350","Kungshamra","12/1/2019 - 12/31/2019, Every day, Daily Average",444,316,622
"473","Frejgatan 20, Stockholm","351","Ursviks småhusområde","12/1/2019 - 12/31/2019, Every day, Daily Average",623,449,863
"473","Frejgatan 20, Stockholm","352","Stocksundstorp","12/1/2019 - 12/31/2019, Every day, Daily Average",251,165,380
"473","Frejgatan 20, Stockholm","353","Bo","12/1/2019 - 12/31/2019, Every day, Daily Average",659,467,928
"473","Frejgatan 20, Stockholm","354","Spånga Torg","12/1/2019 - 12/31/2019, Every day, Daily Average",1020,761,1365
"473","Frejgatan 20, Stockholm","355","Solhems Villastad Nord","12/1/2019 - 12/31/2019, Every day, Daily Average",1001,788,1270
"473","Frejgatan 20, Stockholm","356","Rudboda","12/1/2019 - 12/31/2019, Every day, Daily Average",700,533,917
"473","Frejgatan 20, Stockholm","357","Spånga Gymnasium","12/1/2019 - 12/31/2019, Every day, Daily Average",1028,787,1341
"473","Frejgatan 20, Stockholm","358","Västra Ritorp","12/1/2019 - 12/31/2019, Every day, Daily Average",474,322,695
"473","Frejgatan 20, Stockholm","359","Rissne norra arbetsområde","12/1/2019 - 12/31/2019, Every day, Daily Average",783,565,1084
"473","Frejgatan 20, Stockholm","360","Bo Gärde","12/1/2019 - 12/31/2019, Every day, Daily Average",639,441,923
"473","Frejgatan 20, Stockholm","361","Ör","12/1/2019 - 12/31/2019, Every day, Daily Average",629,443,891
"473","Frejgatan 20, Stockholm","362","Södra Bergshamra","12/1/2019 - 12/31/2019, Every day, Daily Average",443,262,746
"473","Frejgatan 20, Stockholm","364","Östra Bergshamra","12/1/2019 - 12/31/2019, Every day, Daily Average",517,249,1071
"473","Frejgatan 20, Stockholm","365","Hallonbergens arbetsområde","12/1/2019 - 12/31/2019, Every day, Daily Average",639,459,888
"473","Frejgatan 20, Stockholm","366","Östra Näset","12/1/2019 - 12/31/2019, Every day, Daily Average",606,393,932
"473","Frejgatan 20, Stockholm","367","Västra Näset","12/1/2019 - 12/31/2019, Every day, Daily Average",620,447,859
"473","Frejgatan 20, Stockholm","368","Norra Rissne","12/1/2019 - 12/31/2019, Every day, Daily Average",797,590,1076
"473","Frejgatan 20, Stockholm","369","Smedshagen","12/1/2019 - 12/31/2019, Every day, Daily Average",1478,1065,2049
"473","Frejgatan 20, Stockholm","370","Islinge","12/1/2019 - 12/31/2019, Every day, Daily Average",519,322,834
"473","Frejgatan 20, Stockholm","371","Råstahem","12/1/2019 - 12/31/2019, Every day, Daily Average",771,522,1137
"473","Frejgatan 20, Stockholm","372","Hässelby Kyrka","12/1/2019 - 12/31/2019, Every day, Daily Average",1461,1101,1938
"473","Frejgatan 20, Stockholm","374","Östra Ritorp","12/1/2019 - 12/31/2019, Every day, Daily Average",463,304,704
"473","Frejgatan 20, Stockholm","375","Sundby","12/1/2019 - 12/31/2019, Every day, Daily Average",874,664,1150
"473","Frejgatan 20, Stockholm","376","Norra Vinsta","12/1/2019 - 12/31/2019, Every day, Daily Average",1290,1007,1651
"473","Frejgatan 20, Stockholm","377","Frösundavik","12/1/2019 - 12/31/2019, Every day, Daily Average",322,201,515
"473","Frejgatan 20, Stockholm","378","Bangården","12/1/2019 - 12/31/2019, Every day, Daily Average",633,413,969
"473","Frejgatan 20, Stockholm","379","Hallonbergen","12/1/2019 - 12/31/2019, Every day, Daily Average",750,560,1003
"473","Frejgatan 20, Stockholm","380","Ekhagen","12/1/2019 - 12/31/2019, Every day, Daily Average",288,189,438
"473","Frejgatan 20, Stockholm","381","Nälsta","12/1/2019 - 12/31/2019, Every day, Daily Average",1145,880,1488
"473","Frejgatan 20, Stockholm","382","Logvägen (Erland)","12/1/2019 - 12/31/2019, Every day, Daily Average",941,705,1254
"473","Frejgatan 20, Stockholm","383","Södra Bromsten N","12/1/2019 - 12/31/2019, Every day, Daily Average",811,590,1113
"473","Frejgatan 20, Stockholm","384","Rissne södra arbetsområde","12/1/2019 - 12/31/2019, Every day, Daily Average",988,727,1341
"473","Frejgatan 20, Stockholm","385","Stora Skuggan","12/1/2019 - 12/31/2019, Every day, Daily Average",374,122,1140
"473","Frejgatan 20, Stockholm","387","Södra Rissne","12/1/2019 - 12/31/2019, Every day, Daily Average",936,708,1237
"473","Frejgatan 20, Stockholm","388","Frescati","12/1/2019 - 12/31/2019, Every day, Daily Average",171,104,279
"473","Frejgatan 20, Stockholm","389","Björnbo","12/1/2019 - 12/31/2019, Every day, Daily Average",620,455,843
"473","Frejgatan 20, Stockholm","390","Duvbo","12/1/2019 - 12/31/2019, Every day, Daily Average",913,663,1256
"473","Frejgatan 20, Stockholm","393","Södra Bromsten S","12/1/2019 - 12/31/2019, Every day, Daily Average",803,605,1064
"473","Frejgatan 20, Stockholm","394","Norra Hersby","12/1/2019 - 12/31/2019, Every day, Daily Average",525,363,757
"473","Frejgatan 20, Stockholm","395","Södra Vinsta","12/1/2019 - 12/31/2019, Every day, Daily Average",1253,990,1585
"473","Frejgatan 20, Stockholm","396","Flysta","12/1/2019 - 12/31/2019, Every day, Daily Average",1025,785,1336
"473","Frejgatan 20, Stockholm","397","Lötsjö","12/1/2019 - 12/31/2019, Every day, Daily Average",719,476,1084
"473","Frejgatan 20, Stockholm","398","Stureplatån","12/1/2019 - 12/31/2019, Every day, Daily Average",459,294,714
"473","Frejgatan 20, Stockholm","401","Råsunda kyrka","12/1/2019 - 12/31/2019, Every day, Daily Average",501,339,739
"473","Frejgatan 20, Stockholm","402","Norra Vällingby","12/1/2019 - 12/31/2019, Every day, Daily Average",1261,974,1631
"473","Frejgatan 20, Stockholm","403","Stockby","12/1/2019 - 12/31/2019, Every day, Daily Average",665,472,936
"473","Frejgatan 20, Stockholm","404","Storskogen","12/1/2019 - 12/31/2019, Every day, Daily Average",611,459,812
"473","Frejgatan 20, Stockholm","405","Norra Vasalund","12/1/2019 - 12/31/2019, Every day, Daily Average",442,281,694
"473","Frejgatan 20, Stockholm","406","Hässelby Torg","12/1/2019 - 12/31/2019, Every day, Daily Average",1323,1122,1559
"473","Frejgatan 20, Stockholm","407","Tule","12/1/2019 - 12/31/2019, Every day, Daily Average",642,484,850
"473","Frejgatan 20, Stockholm","408","Hersbyholm","12/1/2019 - 12/31/2019, Every day, Daily Average",610,393,945
"473","Frejgatan 20, Stockholm","409","Bredablick","12/1/2019 - 12/31/2019, Every day, Daily Average",536,356,806
"473","Frejgatan 20, Stockholm","410","Lidingö centrum","12/1/2019 - 12/31/2019, Every day, Daily Average",439,282,681
"473","Frejgatan 20, Stockholm","411","Bällsta","12/1/2019 - 12/31/2019, Every day, Daily Average",957,708,1293
"473","Frejgatan 20, Stockholm","412","Södra Vällingby","12/1/2019 - 12/31/2019, Every day, Daily Average",1216,980,1508
"473","Frejgatan 20, Stockholm","413","Haga","12/1/2019 - 12/31/2019, Every day, Daily Average",193,99,374
"473","Frejgatan 20, Stockholm","414","Filmstaden","12/1/2019 - 12/31/2019, Every day, Daily Average",525,375,733
"473","Frejgatan 20, Stockholm","415","Starrbäcksgatan","12/1/2019 - 12/31/2019, Every day, Daily Average",760,521,1108
"473","Frejgatan 20, Stockholm","416","Södra Hersby","12/1/2019 - 12/31/2019, Every day, Daily Average",457,310,672
"473","Frejgatan 20, Stockholm","417","Torsviksplatån","12/1/2019 - 12/31/2019, Every day, Daily Average",497,277,889
"473","Frejgatan 20, Stockholm","418","Gåshaga","12/1/2019 - 12/31/2019, Every day, Daily Average",944,727,1224
"473","Frejgatan 20, Stockholm","419","Killinge","12/1/2019 - 12/31/2019, Every day, Daily Average",864,681,1095
"473","Frejgatan 20, Stockholm","420","Kil","12/1/2019 - 12/31/2019, Every day, Daily Average",1640,1294,2077
"473","Frejgatan 20, Stockholm","422","Hästhagen","12/1/2019 - 12/31/2019, Every day, Daily Average",914,704,1185
"473","Frejgatan 20, Stockholm","423","Sundbybergs Centrum","12/1/2019 - 12/31/2019, Every day, Daily Average",688,493,959
"473","Frejgatan 20, Stockholm","424","Skogskrönet","12/1/2019 - 12/31/2019, Every day, Daily Average",538,374,773
"473","Frejgatan 20, Stockholm","425","Torsviks Torg","12/1/2019 - 12/31/2019, Every day, Daily Average",363,233,563
"473","Frejgatan 20, Stockholm","426","Södra Vasalund","12/1/2019 - 12/31/2019, Every day, Daily Average",431,262,706
